,id,season,city,date,match_type,player_of_match,venue,team1,team2,toss_winner,toss_decision,winner,result,result_margin,target_runs,target_overs,super_over,method,umpire1,umpire2
636,1136561,2018,Mumbai,07-04-2018,League,DJ Bravo,Wankhede Stadium,MI,CSK,Chennai Super Kings,field,CSK,wickets,1,166,20,N,,CB Gaffaney,A Nand Kishore
637,1136562,2018,Chandigarh,08-04-2018,League,KL Rahul,Punjab Cricket Association IS Bindra Stadium,DC,KXIP,Kings XI Punjab,field,KXIP,wickets,6,167,20,N,,KN Ananthapadmanabhan,RJ Tucker
638,1136563,2018,Kolkata,08-04-2018,League,SP Narine,Eden Gardens,RCB,KKR,Kolkata Knight Riders,field,KKR,wickets,4,177,20,N,,A Deshmukh,C Shamshuddin
639,1136564,2018,Hyderabad,09-04-2018,League,S Dhawan,Rajiv Gandhi International Stadium,RR,SRH,Sunrisers Hyderabad,field,SRH,wickets,9,126,20,N,,NJ Llong,VA Kulkarni
640,1136565,2018,Chennai,10-04-2018,League,SW Billings,MA Chidambaram Stadium,KKR,CSK,Chennai Super Kings,field,CSK,wickets,5,203,20,N,,AK Chaudhary,CB Gaffaney
641,1136566,2018,Jaipur,11-04-2018,League,SV Samson,Sawai Mansingh Stadium,RR,DC,Delhi Daredevils,field,RR,runs,10,71,6,N,D/L,KN Ananthapadmanabhan,Nitin Menon
642,1136567,2018,Hyderabad,12-04-2018,League,Rashid Khan,Rajiv Gandhi International Stadium,MI,SRH,Sunrisers Hyderabad,field,SRH,wickets,1,148,20,N,,CK Nandan,NJ Llong
643,1136568,2018,Bengaluru,13-04-2018,League,UT Yadav,M.Chinnaswamy Stadium,KXIP,RCB,Royal Challengers Bangalore,field,RCB,wickets,4,156,20,N,,A Deshmukh,S Ravi
644,1136569,2018,Mumbai,14-04-2018,League,JJ Roy,Wankhede Stadium,MI,DC,Delhi Daredevils,field,DC,wickets,7,195,20,N,,KN Ananthapadmanabhan,Nitin Menon
645,1136570,2018,Kolkata,14-04-2018,League,B Stanlake,Eden Gardens,KKR,SRH,Sunrisers Hyderabad,field,SRH,wickets,5,139,20,N,,AK Chaudhary,A Nand Kishore
646,1136571,2018,Bengaluru,15-04-2018,League,SV Samson,M.Chinnaswamy Stadium,RR,RCB,Royal Challengers Bangalore,field,RR,runs,19,218,20,N,,C Shamshuddin,S Ravi
647,1136572,2018,Chandigarh,15-04-2018,League,CH Gayle,Punjab Cricket Association IS Bindra Stadium,KXIP,CSK,Chennai Super Kings,field,KXIP,runs,4,198,20,N,,CK Nandan,VA Kulkarni
648,1136573,2018,Kolkata,16-04-2018,League,N Rana,Eden Gardens,KKR,DC,Delhi Daredevils,field,KKR,runs,71,201,20,N,,AK Chaudhary,A Nand Kishore
649,1136574,2018,Mumbai,17-04-2018,League,RG Sharma,Wankhede Stadium,MI,RCB,Royal Challengers Bangalore,field,MI,runs,46,214,20,N,,Nitin Menon,RJ Tucker
650,1136575,2018,Jaipur,18-04-2018,League,N Rana,Sawai Mansingh Stadium,RR,KKR,Kolkata Knight Riders,field,KKR,wickets,7,161,20,N,,A Deshmukh,S Ravi
651,1136576,2018,Chandigarh,19-04-2018,League,CH Gayle,Punjab Cricket Association IS Bindra Stadium,KXIP,SRH,Kings XI Punjab,bat,KXIP,runs,15,194,20,N,,AK Chaudhary,NJ Llong
652,1136577,2018,Pune,20-04-2018,League,SR Watson,Maharashtra Cricket Association Stadium,CSK,RR,Rajasthan Royals,field,CSK,runs,64,205,20,N,,KN Ananthapadmanabhan,Nitin Menon
653,1136578,2018,Kolkata,21-04-2018,League,KL Rahul,Eden Gardens,KKR,KXIP,Kings XI Punjab,field,KXIP,wickets,9,125,13,N,D/L,A Deshmukh,C Shamshuddin
654,1136579,2018,Bengaluru,21-04-2018,League,AB de Villiers,M.Chinnaswamy Stadium,DC,RCB,Royal Challengers Bangalore,field,RCB,wickets,6,175,20,N,,CB Gaffaney,CK Nandan
655,1136580,2018,Hyderabad,22-04-2018,League,AT Rayudu,Rajiv Gandhi International Stadium,CSK,SRH,Sunrisers Hyderabad,field,CSK,runs,4,183,20,N,,AK Chaudhary,VA Kulkarni
656,1136581,2018,Jaipur,22-04-2018,League,JC Archer,Sawai Mansingh Stadium,MI,RR,Mumbai Indians,bat,RR,wickets,3,168,20,N,,KN Ananthapadmanabhan,RJ Tucker
657,1136582,2018,Delhi,23-04-2018,League,AS Rajpoot,Arun Jaitley Stadium,KXIP,DC,Delhi Daredevils,field,KXIP,runs,4,144,20,N,,A Nand Kishore,CK Nandan
658,1136583,2018,Mumbai,24-04-2018,League,Rashid Khan,Wankhede Stadium,SRH,MI,Mumbai Indians,field,SRH,runs,31,119,20,N,,C Shamshuddin,S Ravi
659,1136584,2018,Bengaluru,25-04-2018,League,MS Dhoni,M.Chinnaswamy Stadium,RCB,CSK,Chennai Super Kings,field,CSK,wickets,5,206,20,N,,NJ Llong,VK Sharma
660,1136585,2018,Hyderabad,26-04-2018,League,AS Rajpoot,Rajiv Gandhi International Stadium,SRH,KXIP,Kings XI Punjab,field,SRH,runs,13,133,20,N,,CK Nandan,YC Barde
661,1136586,2018,Delhi,27-04-2018,League,SS Iyer,Arun Jaitley Stadium,DC,KKR,Kolkata Knight Riders,field,DC,runs,55,220,20,N,,C Shamshuddin,S Ravi
662,1136587,2018,Pune,28-04-2018,League,RG Sharma,Maharashtra Cricket Association Stadium,CSK,MI,Mumbai Indians,field,MI,wickets,8,170,20,N,,CB Gaffaney,Nitin Menon
663,1136588,2018,Jaipur,29-04-2018,League,KS Williamson,Sawai Mansingh Stadium,SRH,RR,Sunrisers Hyderabad,bat,SRH,runs,11,152,20,N,,BNJ Oxenford,A Nand Kishore
664,1136589,2018,Bengaluru,29-04-2018,League,CA Lynn,M.Chinnaswamy Stadium,RCB,KKR,Kolkata Knight Riders,field,KKR,wickets,6,176,20,N,,AK Chaudhary,NJ Llong
665,1136590,2018,Pune,30-04-2018,League,SR Watson,Maharashtra Cricket Association Stadium,CSK,DC,Delhi Daredevils,field,CSK,runs,13,212,20,N,,AY Dandekar,C Shamshuddin
666,1136591,2018,Bengaluru,01-05-2018,League,TG Southee,M.Chinnaswamy Stadium,RCB,MI,Mumbai Indians,field,RCB,runs,14,168,20,N,,M Erasmus,Nitin Menon
667,1136592,2018,Delhi,02-05-2018,League,RR Pant,Arun Jaitley Stadium,DC,RR,Rajasthan Royals,field,DC,runs,4,151,12,N,D/L,CK Nandan,VK Sharma
668,1136593,2018,Kolkata,03-05-2018,League,SP Narine,Eden Gardens,CSK,KKR,Kolkata Knight Riders,field,KKR,wickets,6,178,20,N,,A Deshmukh,HDPK Dharmasena
669,1136594,2018,Indore,04-05-2018,League,SA Yadav,Holkar Cricket Stadium,KXIP,MI,Mumbai Indians,field,MI,wickets,6,175,20,N,,AY Dandekar,S Ravi
670,1136595,2018,Pune,05-05-2018,League,RA Jadeja,Maharashtra Cricket Association Stadium,RCB,CSK,Chennai Super Kings,field,CSK,wickets,6,128,20,N,,Nitin Menon,YC Barde
671,1136596,2018,Hyderabad,05-05-2018,League,Rashid Khan,Rajiv Gandhi International Stadium,DC,SRH,Delhi Daredevils,bat,SRH,wickets,7,164,20,N,,BNJ Oxenford,CK Nandan
672,1136597,2018,Mumbai,06-05-2018,League,HH Pandya,Wankhede Stadium,MI,KKR,Kolkata Knight Riders,field,MI,runs,13,182,20,N,,A Deshmukh,HDPK Dharmasena
673,1136598,2018,Indore,06-05-2018,League,Mujeeb Ur Rahman,Holkar Cricket Stadium,RR,KXIP,Kings XI Punjab,field,KXIP,wickets,6,153,20,N,,C Shamshuddin,S Ravi
674,1136599,2018,Hyderabad,07-05-2018,League,KS Williamson,Rajiv Gandhi International Stadium,SRH,RCB,Royal Challengers Bangalore,field,SRH,runs,5,147,20,N,,BNJ Oxenford,VK Sharma
675,1136600,2018,Jaipur,08-05-2018,League,JC Buttler,Sawai Mansingh Stadium,RR,KXIP,Rajasthan Royals,bat,RR,runs,15,159,20,N,,M Erasmus,Nitin Menon
676,1136601,2018,Kolkata,09-05-2018,League,Ishan Kishan,Eden Gardens,MI,KKR,Kolkata Knight Riders,field,MI,runs,102,211,20,N,,KN Ananthapadmanabhan,AK Chaudhary
677,1136602,2018,Delhi,10-05-2018,League,S Dhawan,Arun Jaitley Stadium,DC,SRH,Delhi Daredevils,bat,SRH,wickets,9,188,20,N,,AY Dandekar,C Shamshuddin
678,1136603,2018,Jaipur,11-05-2018,League,JC Buttler,Sawai Mansingh Stadium,CSK,RR,Chennai Super Kings,bat,RR,wickets,4,177,20,N,,M Erasmus,YC Barde
679,1136604,2018,Indore,12-05-2018,League,SP Narine,Holkar Cricket Stadium,KKR,KXIP,Kings XI Punjab,field,KKR,runs,31,246,20,N,,CK Nandan,VK Sharma
680,1136605,2018,Delhi,12-05-2018,League,AB de Villiers,Arun Jaitley Stadium,DC,RCB,Royal Challengers Bangalore,field,RCB,wickets,5,182,20,N,,KN Ananthapadmanabhan,HDPK Dharmasena
681,1136606,2018,Pune,13-05-2018,League,AT Rayudu,Maharashtra Cricket Association Stadium,SRH,CSK,Chennai Super Kings,field,CSK,wickets,8,180,20,N,,M Erasmus,YC Barde
682,1136607,2018,Mumbai,13-05-2018,League,JC Buttler,Wankhede Stadium,MI,RR,Rajasthan Royals,field,RR,wickets,7,169,20,N,,Nitin Menon,S Ravi
683,1136608,2018,Indore,14-05-2018,League,UT Yadav,Holkar Cricket Stadium,KXIP,RCB,Royal Challengers Bangalore,field,RCB,wickets,10,89,20,N,,BNJ Oxenford,VK Sharma
684,1136609,2018,Kolkata,15-05-2018,League,Kuldeep Yadav,Eden Gardens,RR,KKR,Kolkata Knight Riders,field,KKR,wickets,6,143,20,N,,AK Chaudhary,HDPK Dharmasena
685,1136610,2018,Mumbai,16-05-2018,League,JJ Bumrah,Wankhede Stadium,MI,KXIP,Kings XI Punjab,field,MI,runs,3,187,20,N,,M Erasmus,Nitin Menon
686,1136611,2018,Bengaluru,17-05-2018,League,AB de Villiers,M.Chinnaswamy Stadium,RCB,SRH,Sunrisers Hyderabad,field,RCB,runs,14,219,20,N,,AY Dandekar,S Ravi
687,1136612,2018,Delhi,18-05-2018,League,HV Patel,Arun Jaitley Stadium,DC,CSK,Chennai Super Kings,field,DC,runs,34,163,20,N,,HDPK Dharmasena,VA Kulkarni
688,1136613,2018,Jaipur,19-05-2018,League,S Gopal,Sawai Mansingh Stadium,RR,RCB,Rajasthan Royals,bat,RR,runs,30,165,20,N,,BNJ Oxenford,VK Sharma
689,1136614,2018,Hyderabad,19-05-2018,League,CA Lynn,Rajiv Gandhi International Stadium,SRH,KKR,Sunrisers Hyderabad,bat,KKR,wickets,5,173,20,N,,AK Chaudhary,S Ravi
690,1136615,2018,Delhi,20-05-2018,League,A Mishra,Arun Jaitley Stadium,DC,MI,Delhi Daredevils,bat,DC,runs,11,175,20,N,,HDPK Dharmasena,CK Nandan
691,1136616,2018,Pune,20-05-2018,League,L Ngidi,Maharashtra Cricket Association Stadium,KXIP,CSK,Chennai Super Kings,field,CSK,wickets,5,154,20,N,,Nitin Menon,YC Barde
692,1136617,2018,Mumbai,22-05-2018,Qualifier 1,F du Plessis,Wankhede Stadium,SRH,CSK,Chennai Super Kings,field,CSK,wickets,2,140,20,N,,C Shamshuddin,M Erasmus
693,1136618,2018,Kolkata,23-05-2018,Eliminator,AD Russell,Eden Gardens,KKR,RR,Rajasthan Royals,field,KKR,runs,25,170,20,N,,AK Chaudhary,Nitin Menon
694,1136619,2018,Kolkata,25-05-2018,Qualifier 2,Rashid Khan,Eden Gardens,SRH,KKR,Kolkata Knight Riders,field,SRH,runs,14,175,20,N,,HDPK Dharmasena,Nitin Menon
695,1136620,2018,Mumbai,27-05-2018,Final,SR Watson,Wankhede Stadium,SRH,CSK,Chennai Super Kings,field,CSK,wickets,8,179,20,N,,M Erasmus,S Ravi
696,1175356,2019,Chennai,23-03-2019,League,Harbhajan Singh,MA Chidambaram Stadium,RCB,CSK,Chennai Super Kings,field,CSK,wickets,7,71,20,N,,AY Dandekar,BNJ Oxenford
697,1175357,2019,Kolkata,24-03-2019,League,AD Russell,Eden Gardens,SRH,KKR,Kolkata Knight Riders,field,KKR,wickets,6,182,20,N,,AK Chaudhary,CB Gaffaney
698,1175358,2019,Mumbai,24-03-2019,League,RR Pant,Wankhede Stadium,DC,MI,Mumbai Indians,field,DC,runs,37,214,20,N,,S Ravi,YC Barde
699,1175359,2019,Jaipur,25-03-2019,League,CH Gayle,Sawai Mansingh Stadium,KXIP,RR,Rajasthan Royals,field,KXIP,runs,14,185,20,N,,C Shamshuddin,KN Ananthapadmanabhan
700,1175360,2019,Delhi,26-03-2019,League,SR Watson,Arun Jaitley Stadium,DC,CSK,Delhi Capitals,bat,CSK,wickets,6,148,20,N,,M Erasmus,Nitin Menon
701,1175361,2019,Kolkata,27-03-2019,League,AD Russell,Eden Gardens,KKR,KXIP,Kings XI Punjab,field,KKR,runs,28,219,20,N,,AK Chaudhary,VA Kulkarni
702,1175362,2019,Bengaluru,28-03-2019,League,JJ Bumrah,M.Chinnaswamy Stadium,MI,RCB,Royal Challengers Bangalore,field,MI,runs,6,188,20,N,,CK Nandan,S Ravi
703,1175363,2019,Hyderabad,29-03-2019,League,Rashid Khan,Rajiv Gandhi International Stadium,RR,SRH,Rajasthan Royals,bat,SRH,wickets,5,199,20,N,,BNJ Oxenford,C Shamshuddin
704,1175364,2019,Chandigarh,30-03-2019,League,MA Agarwal,Punjab Cricket Association IS Bindra Stadium,MI,KXIP,Kings XI Punjab,field,KXIP,wickets,8,177,20,N,,CB Gaffaney,VA Kulkarni
705,1175365,2019,Delhi,30-03-2019,League,PP Shaw,Arun Jaitley Stadium,KKR,DC,Delhi Capitals,field,DC,tie,,186,20,Y,,AY Dandekar,Nitin Menon
706,1175366,2019,Hyderabad,31-03-2019,League,JM Bairstow,Rajiv Gandhi International Stadium,SRH,RCB,Royal Challengers Bangalore,field,SRH,runs,118,232,20,N,,KN Ananthapadmanabhan,S Ravi
707,1175367,2019,Chennai,31-03-2019,League,MS Dhoni,MA Chidambaram Stadium,CSK,RR,Rajasthan Royals,field,CSK,runs,8,176,20,N,,CK Nandan,YC Barde
708,1175368,2019,Chandigarh,01-04-2019,League,SM Curran,Punjab Cricket Association IS Bindra Stadium,KXIP,DC,Delhi Capitals,field,KXIP,runs,14,167,20,N,,AK Chaudhary,CB Gaffaney
709,1175369,2019,Jaipur,02-04-2019,League,S Gopal,Sawai Mansingh Stadium,RCB,RR,Rajasthan Royals,field,RR,wickets,7,159,20,N,,AY Dandekar,M Erasmus
710,1175370,2019,Mumbai,03-04-2019,League,HH Pandya,Wankhede Stadium,MI,CSK,Chennai Super Kings,field,MI,runs,37,171,20,N,,BNJ Oxenford,RJ Tucker
711,1175371,2019,Delhi,04-04-2019,League,JM Bairstow,Arun Jaitley Stadium,DC,SRH,Sunrisers Hyderabad,field,SRH,wickets,5,130,20,N,,C Shamshuddin,KN Ananthapadmanabhan
712,1175372,2019,Bengaluru,05-04-2019,League,AD Russell,M.Chinnaswamy Stadium,RCB,KKR,Kolkata Knight Riders,field,KKR,wickets,5,206,20,N,,AK Chaudhary,CB Gaffaney
713,1178393,2019,Chennai,06-04-2019,League,Harbhajan Singh,MA Chidambaram Stadium,CSK,KXIP,Chennai Super Kings,bat,CSK,runs,22,161,20,N,,KN Ananthapadmanabhan,RJ Tucker
714,1178394,2019,Hyderabad,06-04-2019,League,AS Joseph,Rajiv Gandhi International Stadium,MI,SRH,Sunrisers Hyderabad,field,MI,runs,40,137,20,N,,AY Dandekar,Nitin Menon
715,1178395,2019,Bengaluru,07-04-2019,League,K Rabada,M.Chinnaswamy Stadium,RCB,DC,Delhi Capitals,field,DC,wickets,4,150,20,N,,S Ravi,YC Barde
716,1178396,2019,Jaipur,07-04-2019,League,HF Gurney,Sawai Mansingh Stadium,RR,KKR,Kolkata Knight Riders,field,KKR,wickets,8,140,20,N,,AK Chaudhary,CB Gaffaney
717,1178397,2019,Chandigarh,08-04-2019,League,KL Rahul,Punjab Cricket Association IS Bindra Stadium,SRH,KXIP,Kings XI Punjab,field,KXIP,wickets,6,151,20,N,,AY Dandekar,M Erasmus
718,1178398,2019,Chennai,09-04-2019,League,DL Chahar,MA Chidambaram Stadium,KKR,CSK,Chennai Super Kings,field,CSK,wickets,7,109,20,N,,C Shamshuddin,RJ Tucker
719,1178399,2019,Mumbai,10-04-2019,League,KA Pollard,Wankhede Stadium,KXIP,MI,Mumbai Indians,field,MI,wickets,3,198,20,N,,S Ravi,YC Barde
720,1178400,2019,Jaipur,11-04-2019,League,MS Dhoni,Sawai Mansingh Stadium,RR,CSK,Chennai Super Kings,field,CSK,wickets,4,152,20,N,,BNJ Oxenford,UV Gandhe
721,1178401,2019,Kolkata,12-04-2019,League,S Dhawan,Eden Gardens,KKR,DC,Delhi Capitals,field,DC,wickets,7,179,20,N,,CK Nandan,YC Barde
722,1178402,2019,Mumbai,13-04-2019,League,JC Buttler,Wankhede Stadium,MI,RR,Rajasthan Royals,field,RR,wickets,4,188,20,N,,A Nand Kishore,Nitin Menon
723,1178403,2019,Chandigarh,13-04-2019,League,AB de Villiers,Punjab Cricket Association IS Bindra Stadium,KXIP,RCB,Royal Challengers Bangalore,field,RCB,wickets,8,174,20,N,,S Ravi,UV Gandhe
724,1178404,2019,Kolkata,14-04-2019,League,Imran Tahir,Eden Gardens,KKR,CSK,Chennai Super Kings,field,CSK,wickets,5,162,20,N,,CK Nandan,RJ Tucker
725,1178405,2019,Hyderabad,14-04-2019,League,KMA Paul,Rajiv Gandhi International Stadium,DC,SRH,Sunrisers Hyderabad,field,DC,runs,39,156,20,N,,AK Chaudhary,BNJ Oxenford
726,1178406,2019,Mumbai,15-04-2019,League,SL Malinga,Wankhede Stadium,RCB,MI,Mumbai Indians,field,MI,wickets,5,172,20,N,,M Erasmus,Nitin Menon
727,1178407,2019,Chandigarh,16-04-2019,League,R Ashwin,Punjab Cricket Association IS Bindra Stadium,KXIP,RR,Rajasthan Royals,field,KXIP,runs,12,183,20,N,,AK Chaudhary,VA Kulkarni
728,1178408,2019,Hyderabad,17-04-2019,League,DA Warner,Rajiv Gandhi International Stadium,CSK,SRH,Chennai Super Kings,bat,SRH,wickets,6,133,20,N,,IJ Gould,UV Gandhe
729,1178409,2019,Delhi,18-04-2019,League,HH Pandya,Arun Jaitley Stadium,MI,DC,Mumbai Indians,bat,MI,runs,40,169,20,N,,BNJ Oxenford,NJ Llong
730,1178410,2019,Kolkata,19-04-2019,League,V Kohli,Eden Gardens,RCB,KKR,Kolkata Knight Riders,field,RCB,runs,10,214,20,N,,IJ Gould,Nitin Menon
731,1178411,2019,Jaipur,20-04-2019,League,SPD Smith,Sawai Mansingh Stadium,MI,RR,Rajasthan Royals,field,RR,wickets,5,162,20,N,,S Ravi,YC Barde
732,1178412,2019,Delhi,20-04-2019,League,SS Iyer,Arun Jaitley Stadium,KXIP,DC,Delhi Capitals,field,DC,wickets,5,164,20,N,,C Shamshuddin,UV Gandhe
733,1178413,2019,Hyderabad,21-04-2019,League,KK Ahmed,Rajiv Gandhi International Stadium,KKR,SRH,Sunrisers Hyderabad,field,SRH,wickets,9,160,20,N,,NJ Llong,Nitin Menon
734,1178414,2019,Bengaluru,21-04-2019,League,PA Patel,M.Chinnaswamy Stadium,RCB,CSK,Chennai Super Kings,field,RCB,runs,1,162,20,N,,RJ Tucker,VA Kulkarni
735,1178415,2019,Jaipur,22-04-2019,League,RR Pant,Sawai Mansingh Stadium,RR,DC,Delhi Capitals,field,DC,wickets,6,192,20,N,,A Nand Kishore,S Ravi
736,1178416,2019,Chennai,23-04-2019,League,SR Watson,MA Chidambaram Stadium,SRH,CSK,Chennai Super Kings,field,CSK,wickets,6,176,20,N,,AK Chaudhary,NJ Llong
737,1178417,2019,Bengaluru,24-04-2019,League,AB de Villiers,M.Chinnaswamy Stadium,RCB,KXIP,Kings XI Punjab,field,RCB,runs,17,203,20,N,,BNJ Oxenford,C Shamshuddin
738,1178418,2019,Kolkata,25-04-2019,League,VR Aaron,Eden Gardens,KKR,RR,Rajasthan Royals,field,RR,wickets,3,176,20,N,,AY Dandekar,IJ Gould
739,1178419,2019,Chennai,26-04-2019,League,RG Sharma,MA Chidambaram Stadium,MI,CSK,Chennai Super Kings,field,MI,runs,46,156,20,N,,AK Chaudhary,NJ Llong
740,1178420,2019,Jaipur,27-04-2019,League,JD Unadkat,Sawai Mansingh Stadium,SRH,RR,Rajasthan Royals,field,RR,wickets,7,161,20,N,,A Nand Kishore,YC Barde
741,1178421,2019,Delhi,28-04-2019,League,S Dhawan,Arun Jaitley Stadium,DC,RCB,Delhi Capitals,bat,DC,runs,16,188,20,N,,BNJ Oxenford,KN Ananthapadmanabhan
742,1178422,2019,Kolkata,28-04-2019,League,AD Russell,Eden Gardens,KKR,MI,Mumbai Indians,field,KKR,runs,34,233,20,N,,IJ Gould,Nitin Menon
743,1178423,2019,Hyderabad,29-04-2019,League,DA Warner,Rajiv Gandhi International Stadium,SRH,KXIP,Kings XI Punjab,field,SRH,runs,45,213,20,N,,CK Nandan,S Ravi
744,1178424,2019,Bengaluru,30-04-2019,League,,M.Chinnaswamy Stadium,RCB,RR,Rajasthan Royals,field,,no result,,63,5,N,,NJ Llong,UV Gandhe
745,1178425,2019,Chennai,01-05-2019,League,MS Dhoni,MA Chidambaram Stadium,CSK,DC,Delhi Capitals,field,CSK,runs,80,180,20,N,,AY Dandekar,Nitin Menon
